Select an example image,Upload your own image,Extracted Information,Processed Image,flag,username,timestamp
Example2.jpg,,"{'to': 'e-803/ Atlanta Mall, Bengaluru, Karnataka, India - 560063', 'amt_currency': '$', 'amt_value': 12000.0, 'gst_numbers': []}",flagged\Processed Image\8c333d70a998aff5f044\image.png,,,2024-04-02 08:30:56.395487
